job_description_length,benefits_score,salary_usd
2206,6.1,212705
1090,7.1,200761
1756,9.5,85039
987,5.1,62080
1280,9.4,196292
1358,7.8,158220
913,7.7,29068
1521,7.4,61344
1743,9.7,192580
2296,8.5,69295
826,8.8,132554
1648,7.4,172103
1447,9.4,113947
2480,9.4,38972
2336,7.3,129198
2330,5.2,85968
2474,5.5,89602
830,9.3,75324
844,9.8,89924
547,5.2,65329
1805,8.1,93470
1297,8.2,95936
1676,9.9,112418
1986,7.4,210662
2250,5.2,55827
1268,5.9,174827
1644,6.0,222968
606,6.1,250630
1357,7.6,188795
2428,5.5,116184
2237,6.5,85463
1363,9.3,62097
1422,5.7,77625
733,9.5,89334
1057,6.6,115065
2038,8.4,29565
795,6.1,151856
2026,9.5,59832
2469,8.8,100061
1845,7.7,55729
1036,9.0,47262
1998,8.7,126583
1646,7.1,46601
1581,5.1,53772
2278,7.8,203974
1696,9.1,23558
2425,9.6,195265
574,5.3,125170
1061,6.8,154524
1911,6.1,78129
1015,6.7,82474
535,7.4,60195
2183,8.4,85391
1041,7.6,138187
1067,8.7,90522
2461,7.7,118016
1862,7.3,45677
2497,6.8,80735
2235,5.5,174749
1093,6.4,153986
814,7.5,239879
618,5.6,113202
1171,7.7,176289
1958,5.7,74877
2146,7.1,121054
2480,8.7,121862
951,7.4,68676
738,5.6,140355
1393,5.6,107343
1647,7.1,124289
2381,5.5,111588
583,6.9,140602
1736,5.6,220576
1610,9.6,63791
2140,6.8,115544
1095,5.5,141470
1690,7.2,119546
984,8.9,70709
1633,6.0,139969
1154,6.6,249239
1077,7.7,72005
653,5.4,82315
1852,8.2,172045
560,9.0,227310
789,5.7,84752
734,9.6,141732
1516,9.5,169211
849,7.8,247914
1642,5.4,66536
1364,5.8,133785
1446,6.4,65022
767,9.8,247285
1836,8.4,51541
2042,7.3,186164
1716,5.6,80116
1587,5.8,62190
2079,6.7,99982
1638,6.9,126992
1479,8.2,283236
2048,7.7,211425
1274,8.7,44730
2184,6.9,34838
1541,7.1,225196
1198,6.3,122390
2257,9.4,134314
1368,6.5,63509
2235,7.7,179124
1582,6.4,128394
2276,6.4,126623
1339,8.0,113817
2440,7.6,139320
1983,8.6,123195
1953,5.8,59966
1441,6.2,32241
1270,8.7,125879
1528,5.1,63170
2446,10.0,155126
1589,6.7,86565
955,9.4,103951
1827,8.3,121572
1019,9.5,80289
1326,7.4,142312
994,5.3,45228
1425,7.0,105421
1367,7.3,253979
1274,6.8,80682
1669,7.7,58564
783,10.0,165885
2414,9.6,190838
1164,10.0,55369
1018,7.5,71105
1393,6.1,75264
518,6.2,164799
913,6.5,76924
1003,9.3,43350
1927,6.3,61506
1056,9.6,102342
1876,6.2,167315
2292,9.4,128451
529,6.3,71957
2090,5.9,117836
1785,8.7,121319
1142,6.1,118151
662,7.9,82974
2231,9.5,91372
1924,5.9,33654
1009,7.4,156264
574,9.6,84928
2081,9.1,129254
2117,6.1,206297
2118,6.5,105092
2302,8.6,216314
2402,8.2,114139
534,9.6,253207
998,5.9,117195
2257,8.4,75215
1125,9.7,91308
1316,7.3,101994
1775,5.5,63814
2046,7.2,82096
1178,5.2,139446
1144,8.2,50489
2361,5.1,202463
2113,8.4,257007
1168,5.2,165859
1218,5.8,269890
534,5.0,249468
728,5.8,146512
1187,8.1,74373
789,5.7,191280
1419,5.3,122748
2498,9.3,40909
1890,10.0,51031
1949,6.5,111269
2202,5.9,68234
2392,8.3,138852
1766,5.1,112322
1606,5.6,172547
891,6.1,210775
1846,7.9,42437
510,5.1,75457
1842,8.3,81055
2151,6.6,158028
1455,7.1,85667
2106,7.6,92565
1692,7.1,218585
1965,5.8,135669
1851,5.4,161267
730,5.1,161659
1481,8.2,84538
1628,9.6,123396
1527,9.1,94740
1067,9.5,237856
1659,7.5,144410
1609,6.9,62979
853,7.2,134825
1816,5.4,115226
2013,5.1,128090
1419,5.6,148729
582,6.0,42922
1851,9.7,97362
871,7.8,59118
2056,5.3,73489
957,7.3,111684
1960,5.1,64479
2420,5.5,175295
1524,7.3,29310
1065,6.9,109138
1788,8.5,74590
1922,7.8,137100
2372,5.4,169631
1534,6.7,182100
707,5.7,30598
2354,5.9,59506
753,5.1,176984
2223,5.7,76635
2278,9.3,142757
1357,10.0,157767
679,8.7,155133
619,7.6,103814
1227,7.1,126742
599,5.6,149642
1845,5.5,119639
2195,7.1,94779
1149,7.1,289132
2272,6.8,81914
2001,7.8,143423
2191,5.6,67712
787,5.7,119637
1692,6.9,95673
1614,9.8,206540
620,7.3,251443
1376,5.8,116790
1378,5.3,113165
1082,8.6,117256
867,7.6,300778
975,6.3,141137
2391,8.2,46660
820,5.0,167557
1160,7.9,152794
1390,8.2,96217
2202,6.2,93192
1676,9.4,104902
2322,9.6,77869
2429,6.5,61860
1510,7.5,149417
850,9.8,46702
1196,9.4,65493
922,9.1,84582
1613,5.8,168343
1322,7.9,122314
1399,5.9,177998
1721,7.6,53354
2077,6.3,160257
1532,7.3,47255
730,6.1,244976
1215,9.6,18580
1775,7.6,92541
1209,5.3,136851
1122,8.0,74577
1095,9.4,130249
2016,9.8,279715
2476,5.5,25917
1690,6.4,192954
1075,5.5,151696
729,9.3,181487
1549,5.5,290032
1515,8.7,88078
830,5.6,120897
1141,7.8,99552
1754,5.9,229166
586,9.5,65688
2486,7.2,94258
2285,8.2,61046
2100,7.9,200891
664,8.6,135505
1973,7.5,98227
1858,7.7,156496
1553,6.3,102263
1044,7.3,82355
1376,9.9,102312
2256,7.8,213639
2385,9.2,79347
1551,8.5,378082
2135,8.9,90690
562,7.9,183050
2000,7.8,106292
1116,5.1,281331
1006,9.3,269789
1510,5.8,55691
2255,5.9,162401
1191,5.6,185193
1153,5.8,288184
1770,9.9,124643
597,5.0,43362
1133,8.1,79374
891,5.4,316394
1905,9.0,96744
1001,8.0,95183
1663,9.6,121586
579,5.6,64380
1555,5.9,142065
1319,7.5,30742
1801,6.2,207496
2083,5.7,89982
2384,8.5,116355
1525,5.7,87703
1775,9.1,75219
622,7.3,71478
721,9.8,132922
1869,5.4,155903
2499,8.8,176781
2471,9.8,125692
1747,9.7,118577
2499,7.3,56555
859,9.9,60065
879,8.4,139198
1532,10.0,143607
1133,10.0,176811
2307,7.0,166590
2225,6.4,34463
1179,5.6,195880
1376,5.2,41697
665,6.2,61900
2369,7.0,32827
1130,8.3,71766
2389,5.5,221363
1021,8.7,125926
824,9.4,121421
2321,6.6,252757
792,9.2,132931
2476,7.7,76358
2356,6.4,243166
2330,9.0,101437
600,5.5,99518
1757,9.6,240736
1392,5.6,296026
1733,9.9,229184
1744,6.3,151494
1883,5.1,237805
1066,6.9,71970
2447,7.8,142468
2448,7.7,88665
2492,8.4,30066
1737,5.8,90082
1603,5.2,101851
1238,7.5,246833
2108,9.5,89470
1898,9.1,71297
1586,9.9,86039
521,9.1,34424
1867,8.5,29840
1520,9.1,82805
928,7.1,90863
2354,8.3,75880
1560,8.3,90998
2074,5.8,83633
2230,8.7,64326
2220,7.8,111239
636,5.3,193976
729,6.4,252737
1849,7.4,83997
1990,9.4,243739
829,6.6,169734
1072,5.9,59827
1335,8.5,107719
1152,9.3,75575
1091,8.9,281411
1762,6.7,88523
794,7.6,61599
2068,6.3,74511
1584,6.2,23318
1494,8.0,136734
759,9.6,21533
760,6.5,69344
1323,7.8,77016
1300,7.2,79033
1929,7.3,98816
658,5.7,149985
1376,8.6,129162
2158,7.9,162024
914,5.4,72727
619,6.5,74894
1075,9.4,106226
1951,6.2,103330
2231,7.7,228843
1368,8.4,129776
623,8.0,146735
1115,6.1,128592
2164,6.4,166057
2045,7.0,183692
2327,6.8,43783
967,5.1,131756
764,5.9,93277
2241,9.1,75614
2013,6.0,247382
2177,8.8,106997
1495,6.9,138109
2355,7.7,138794
2255,9.6,168757
587,9.7,124514
1917,7.4,59609
2132,6.9,96741
2083,6.1,263387
1818,7.3,98959
2337,7.3,120653
2318,7.4,157279
1823,5.1,252708
1969,7.0,98348
1555,9.1,195438
1355,8.2,118243
715,5.6,70867
2082,5.4,108015
652,7.1,68609
1731,5.6,138450
2162,8.2,129185
926,6.4,62912
2195,5.2,185718
963,5.4,159827
870,6.1,93928
1431,6.5,75790
912,8.4,34200
1571,5.3,90286
1978,8.4,146547
923,8.9,31797
513,9.2,54017
1833,7.6,272906
1700,6.7,43901
1260,5.1,127644
2202,9.9,128688
1489,8.8,94657
752,7.0,109965
1979,9.5,206612
1526,5.0,181402
671,8.6,193935
616,6.9,59622
2217,6.5,82962
1916,9.8,179005
2265,7.7,45061
1456,6.2,183033
724,7.7,85926
694,7.3,90585
1058,8.5,175783
2284,6.8,136939
596,7.2,91436
1269,9.8,149033
939,5.2,66306
2474,6.1,59399
874,9.5,99702
600,9.7,100196
1628,9.1,247639
1346,9.2,98862
677,9.0,100088
1834,7.5,67854
859,8.6,133071
871,6.0,94334
1681,9.1,79114
2152,9.2,140641
2394,8.6,108378
2040,6.9,66720
789,8.4,103843
740,8.6,180949
1339,8.7,320986
1815,8.8,164065
2364,8.2,84134
975,6.3,59000
2378,5.9,184365
819,5.2,74246
1068,5.2,116928
915,9.4,64457
1811,8.1,34017
1477,6.9,86245
683,9.0,304034
593,5.3,207016
2353,8.6,192387
628,8.6,23733
1673,6.0,154274
855,8.4,43529
2133,8.4,214849
1247,5.3,49530
2019,9.6,90866
1845,5.3,38519
1253,8.5,190560
2032,9.6,111397
2219,9.0,100635
641,5.0,108577
679,6.1,34193
1072,8.8,110241
1516,5.3,184497
1470,6.4,84774
1360,6.0,235792
1390,7.0,54131
1652,6.0,154810
2154,5.1,86911
1132,8.1,83432
1601,9.4,104994
1537,6.3,114869
1379,8.2,108366
1218,8.6,112203
1099,6.6,152809
2346,6.7,55945
761,6.9,139128
888,6.7,74433
1943,8.9,62585
2403,8.8,64130
1168,9.5,24000
2452,5.0,63740
1406,6.3,75688
908,5.5,91038
2018,8.2,171871
1286,9.5,92855
1095,7.7,138709
791,9.8,89902
645,6.9,172633
1576,5.7,113910
1128,5.5,145181
1822,6.6,126932
1312,9.3,237969
1714,6.4,70164
1576,8.7,91580
1488,5.4,210798
1642,5.1,172275
849,9.6,181539
1372,5.8,83912
747,8.2,126540
2113,7.4,136341
901,5.4,134759
1113,7.5,71946
986,5.6,93601
547,5.1,96130
903,7.6,62895
626,5.2,71053
826,7.7,235335
2412,8.9,189502
1109,6.7,60818
1555,6.0,139977
907,6.5,305019
2408,8.3,74292
1132,9.1,65497
517,6.4,17450
2498,6.7,56393
2425,5.8,28903
735,9.2,204225
891,6.2,182487
933,5.6,122104
643,9.2,107231
1953,5.2,37458
2475,9.1,145761
780,5.6,200170
1588,6.0,82455
1392,8.5,77760
853,9.9,142182
2147,8.2,132350
1331,7.2,141077
1615,8.4,237360
1803,9.5,138254
2346,6.8,181342
830,6.3,154049
1746,5.7,57960
775,8.0,281214
662,6.0,78328
1534,8.8,253374
1899,9.6,168477
2493,8.2,87035
1240,8.0,152751
1432,6.2,92050
1512,9.1,55016
711,10.0,135145
995,8.6,118429
717,7.3,57898
698,5.5,51180
2212,5.5,103458
1986,8.1,102748
1772,9.7,151467
571,8.7,74836
2161,6.0,169620
2083,8.3,113721
527,8.6,127743
1809,5.9,305463
909,8.5,75828
749,5.4,116542
1864,5.6,53985
2394,6.1,60582
1969,5.9,135425
2155,9.5,62590
1567,8.6,231935
1777,6.7,71430
1423,9.7,220600
1192,9.6,82694
1401,6.8,123932
1087,9.8,137592
2003,8.6,57950
2132,5.6,126435
2324,5.4,128267
1545,8.1,309048
2363,10.0,134105
1050,8.6,84521
1577,9.7,61395
2345,6.9,152906
2445,5.1,150492
1326,8.3,261388
1295,6.7,181176
1670,7.3,185060
1042,9.0,128763
2160,6.6,125753
1737,5.8,121075
1734,8.9,27334
2405,9.8,234245
695,6.3,79787
1792,5.6,46395
1384,7.5,82377
1756,6.7,63540
1548,9.9,90047
1662,8.1,108278
1755,5.2,255205
1419,6.3,63780
814,10.0,57335
2445,7.5,68846
1015,7.5,127642
1732,5.9,119425
2189,9.1,29224
1275,8.2,198486
696,6.6,203533
1719,6.7,194939
629,7.5,61708
2070,9.0,100793
2171,8.3,75694
2121,7.9,115446
614,8.4,49167
580,7.5,70180
2448,5.9,19503
1193,6.8,92958
1655,10.0,46075
857,7.5,31356
664,7.8,169277
1855,8.2,34533
1564,7.9,72285
2270,8.6,212718
1686,7.2,202624
756,9.9,71740
1266,7.2,232339
1399,6.3,147817
1245,7.3,73011
1621,6.5,69151
982,5.5,200050
578,9.6,68571
1180,9.1,27494
1625,7.5,54178
1829,6.6,147943
1412,6.4,246165
1073,5.4,31203
1828,7.7,109051
1011,5.9,76767
621,6.9,64846
2036,6.5,126205
1825,8.3,162483
807,5.5,77554
1804,7.5,216415
662,5.9,130182
799,5.2,187797
1723,5.6,123365
2381,7.5,69926
2300,6.7,80574
1220,6.7,80148
1919,9.5,270850
2404,8.0,160933
709,5.5,165119
717,6.9,145099
1536,8.3,51742
1297,9.0,109327
2059,7.2,151570
1865,9.1,214037
1350,9.8,238972
606,8.3,120788
1681,8.0,161084
2031,5.4,224471
746,6.8,162992
1377,9.1,30696
1314,5.7,98339
2298,8.5,129262
2110,6.5,112931
1158,8.2,109950
1765,5.6,84503
592,8.0,89243
2107,7.7,194683
870,6.5,34111
2023,8.2,104286
1927,9.6,87236
2002,5.9,61002
1902,5.8,131108
1242,6.5,109470
1354,9.1,63355
1410,8.9,199949
2043,9.9,59401
2101,8.0,100922
2168,8.9,64014
2111,7.2,164409
1748,8.5,214487
850,7.5,133642
1914,7.6,93357
1339,8.0,68512
2035,5.2,134492
1940,8.9,131311
1748,7.6,255914
2019,7.4,49654
721,9.0,47136
1652,8.1,42011
1670,7.3,119147
613,6.7,98976
1081,8.6,50267
2251,6.1,26722
2032,8.5,131283
2174,5.7,117952
518,6.9,25607
802,6.0,233172
1215,8.9,74780
911,7.1,166556
1752,8.2,332451
1144,9.0,226551
1591,7.5,182206
568,7.4,155691
809,5.3,69981
2388,7.9,115602
2178,6.6,65661
904,5.6,54988
2312,7.5,255127
1811,6.7,60129
1605,7.8,151050
2339,8.1,102467
598,9.4,91655
521,9.2,114161
1845,9.4,73257
581,7.5,108618
2065,6.3,62843
1151,8.8,178712
1774,6.6,66399
2135,9.7,26206
779,6.3,132926
743,5.6,212788
955,9.8,38991
2141,7.2,50232
1800,7.2,134499
2101,9.9,148779
1102,9.5,70847
1579,5.9,62204
591,9.3,129841
2353,9.2,155034
2287,9.4,187509
1455,7.7,177222
638,9.0,333553
914,6.4,51703
2194,7.0,161634
2063,9.2,166572
1995,5.2,208798
1178,6.7,86613
2021,5.2,117597
1160,7.9,22513
938,9.7,105654
1957,6.6,224641
1419,8.8,92817
2106,9.6,87012
776,8.9,176978
905,7.7,31871
901,7.5,111513
1777,6.0,124502
1569,9.6,143750
641,8.7,107546
615,6.4,208493
1734,5.3,290203
1869,9.0,79948
1656,6.1,139049
1675,5.3,123828
681,7.2,125635
1842,9.2,102852
1769,9.0,126788
1104,7.8,140019
859,9.1,225786
1014,8.6,126761
1202,5.6,97895
1955,6.4,234625
1198,9.1,118185
1683,5.1,66948
1179,6.6,64481
789,6.4,153732
1900,7.4,130492
926,6.1,116529
1239,7.8,125193
1464,7.7,153136
2121,7.5,174479
2081,9.3,137316
1371,5.6,160330
1068,6.3,41342
2218,5.2,31869
615,8.0,190329
1907,7.2,80831
1223,9.2,102054
1391,6.6,198047
578,9.9,70324
2459,7.4,61593
1008,7.2,225178
687,8.1,119102
1801,7.3,188552
1020,5.1,226063
1879,9.2,62015
1673,8.5,93014
669,9.6,128718
554,5.2,66805
2462,8.6,90978
1020,9.1,139567
731,7.5,133001
1523,8.1,117366
2302,7.3,56948
583,9.2,271210
966,7.2,108474
1353,8.7,74225
2122,9.1,97911
831,5.3,87471
1793,8.5,66358
2491,7.0,67502
1998,10.0,84581
2355,5.3,94615
1919,6.5,126277
2301,9.5,108046
1213,8.9,214302
2024,7.0,60614
1708,6.3,126247
1270,5.6,153207
1465,7.1,91093
1835,7.9,177639
1687,5.5,72729
1535,7.3,231764
876,6.7,91852
2251,8.5,108220
1799,6.1,44513
2133,8.0,115978
1778,8.5,60623
1107,6.2,193676
1206,9.4,101827
1090,5.1,90586
1795,5.7,194601
674,9.9,382222
1034,6.3,111690
2286,8.2,74807
1038,7.9,68533
513,5.1,130226
1695,6.0,112790
1151,9.4,189996
640,6.5,114387
2147,8.7,185728
1190,9.6,142898
772,8.7,84890
536,9.8,95220
979,9.0,73529
713,9.1,96565
2055,7.2,81266
1009,9.3,120489
2163,6.5,160293
2352,6.2,259694
1073,5.1,134216
1480,8.6,70756
581,5.5,74648
1324,9.7,62208
2486,9.1,127798
2342,5.3,44314
1319,9.8,112441
1170,9.4,67815
527,6.6,116101
1792,5.2,142224
507,6.7,122247
1239,5.9,68996
1495,8.6,58278
1847,8.2,161500
1466,6.7,97036
1422,9.9,97890
1150,9.7,192865
2190,8.7,19662
855,8.1,95674
798,8.3,83952
2099,7.3,70247
1896,8.8,194385
792,5.9,50464
2402,6.4,71270
1744,9.4,243177
2258,6.6,239543
1026,5.8,53499
2485,5.7,150607
1144,7.7,79623
749,6.6,81308
2481,8.6,123946
1466,5.4,42381
2091,6.4,35803
2184,7.4,126100
516,5.2,138184
1857,7.1,38303
2045,6.4,41682
1123,9.5,255802
1393,6.1,80108
1853,10.0,60460
1762,9.4,110481
500,9.7,181707
2115,6.0,171315
952,9.4,186907
2123,6.2,197246
834,6.6,62903
2000,5.3,168184
858,8.9,147859
1357,5.7,87226
824,9.1,138319
2078,8.0,103507
581,6.1,223904
1600,7.9,142980
1817,6.0,64103
1057,9.1,91062
1050,5.0,78579
1225,8.8,115061
1412,5.4,61569
2223,7.5,106803
677,9.9,88775
1069,8.0,143329
1003,8.6,83311
2129,5.8,200496
963,6.9,60235
1444,5.8,74675
1373,6.2,61377
882,7.0,23390
2097,7.1,91528
1796,5.6,146429
1911,6.5,44242
1539,6.5,141895
1649,6.9,172701
1589,8.2,122947
572,5.1,76332
551,5.7,165380
848,9.7,142751
539,5.8,62156
1162,7.3,152270
1890,10.0,86405
1829,7.5,82630
1519,6.3,57873
723,8.3,28348
1059,9.7,87180
596,5.4,91044
1303,5.6,76331
615,5.2,118613
1260,8.2,92441
1285,6.6,268946
1756,8.6,32200
1248,8.5,138675
693,6.4,68778
2219,8.9,209006
1295,6.1,131992
1216,8.4,94712
1279,7.7,134256
1980,6.8,103820
585,8.9,90645
2449,5.3,119424
2297,6.9,100887
1851,7.8,99370
2396,7.5,136900
2305,5.7,46438
2197,8.9,49841
2416,9.3,87830
2454,5.2,78608
1410,6.9,76299
1116,9.0,70823
2400,5.1,161626
1784,8.3,94357
2227,8.8,154775
1445,6.4,81393
1928,5.5,64623
1518,6.8,53147
1154,6.0,95590
2207,6.8,72897
2349,8.2,150728
794,5.6,117055
2030,9.6,87825
1378,6.7,199854
1835,8.0,159183
666,5.8,64547
2451,7.1,95432
2359,5.3,38213
1724,7.1,122719
605,8.4,126604
1784,7.8,27641
2091,8.6,106504
1971,6.2,211310
2125,8.5,55929
2004,5.9,189125
719,7.2,232230
1982,5.1,92533
829,5.8,170727
1203,9.1,64528
1858,8.6,86994
511,9.3,195324
1555,7.1,107212
2066,7.9,63595
1733,8.2,146168
1055,8.3,23158
2186,9.8,74146
1520,7.4,244490
1602,6.2,135650
873,5.7,161057
897,5.7,95999
2289,8.0,75071
2425,5.1,80156
964,8.7,77757
2054,9.7,56236
1258,8.5,240245
1031,6.5,275028
2022,7.2,186213
2175,6.8,287124
2281,8.1,135404
673,8.6,159276
533,6.7,93350
2452,7.7,264276
1090,7.9,31006
1688,7.0,132059
1069,8.1,85658
1704,8.7,107273
1512,5.8,120446
779,7.7,92064
1131,8.1,170651
1392,8.9,209732
1909,9.4,90595
2247,5.8,134103
813,8.1,328767
999,5.7,201006
742,6.3,127726
1224,7.5,269096
637,5.5,149753
2320,9.4,145711
1142,9.7,20533
1088,6.5,80896
520,9.3,128356
1504,8.8,118886
777,6.0,115314
2381,9.1,132602
2468,5.5,145255
2132,7.1,139099
1032,8.0,112407
2045,5.2,113716
1242,6.1,45202
1311,5.0,131630
2057,6.3,130641
1824,6.9,270691
1273,6.8,90830
1295,7.8,155288
1132,6.2,55458
2222,6.5,142729
1491,5.6,72858
1024,9.4,107428
1124,9.1,86669
923,9.5,128076
1567,9.3,106104
771,6.1,68721
2191,5.0,86559
2174,5.7,61330
1341,8.4,119858
1551,7.1,118666
2314,7.6,25726
2416,7.5,29930
1487,6.2,37505
1497,9.3,116283
1498,5.7,45147
1410,9.4,66746
1877,6.8,61929
2082,9.4,210982
1755,7.7,82621
640,7.0,227131
2147,6.0,113462
2267,8.2,146522
1768,5.4,310444
821,9.7,212270
2111,9.6,55426
1964,5.2,284645
1258,8.4,91905
596,5.6,46252
969,5.3,140999
1746,8.3,61460
1186,5.5,107693
1817,9.4,202576
2378,8.5,61666
1634,6.4,40597
1625,5.8,136441
581,7.2,64127
1289,9.6,104753
584,9.3,122222
2421,9.7,101788
736,5.9,341521
1176,9.0,63658
1125,7.9,172241
2146,8.8,80284
1351,8.1,82705
1669,8.8,82163
2238,7.6,134609
777,6.3,50356
1996,6.0,100882
2044,7.9,97133
612,7.6,169587
2034,8.5,218131
1512,6.2,103226
1611,6.2,100052
673,9.3,166634
1881,6.1,116226
1306,9.8,95173
1669,7.8,164965
712,9.8,110208
2176,8.2,66541
1449,8.7,349894
1850,7.5,186739
2231,9.4,239337
2444,5.7,36462
747,5.5,91501
1899,8.5,112775
1992,8.1,114451
2482,5.1,106509
1647,9.2,122296
1519,6.0,105130
2349,9.3,54001
1739,8.7,48008
1337,10.0,48486
855,7.7,270112
1388,9.1,90538
2032,10.0,151418
909,8.2,198647
585,9.2,156122
2343,6.5,164345
860,9.5,156737
847,8.9,134102
1786,5.7,112325
996,5.8,92446
639,8.4,262159
1790,8.9,44890
1857,8.4,217707
1604,7.5,154903
1888,7.7,224171
1564,8.1,193696
743,9.4,75949
1467,6.8,54686
2314,9.8,103836
1182,6.5,80675
1345,7.0,96576
912,9.7,186491
1292,5.9,112803
1933,7.8,66258
786,5.7,122843
1345,6.4,70436
1822,8.5,111112
1549,7.4,62688
891,9.0,109993
1603,8.0,90739
2471,9.7,116788
2175,6.7,89119
1070,9.1,80678
1463,8.1,146187
720,8.2,77845
1487,5.1,73922
1252,5.4,103867
593,9.1,125902
1097,9.8,29129
610,7.4,43029
1246,8.9,79088
1611,5.5,49171
1985,7.0,62847
978,8.9,80522
764,9.8,64623
1795,5.7,138114
1700,9.3,175938
807,7.7,58622
905,5.8,79766
641,5.6,89995
2063,6.9,160586
2189,9.8,109290
881,5.7,222632
1923,6.5,154841
691,7.7,350148
731,9.7,85240
2363,6.9,129453
2033,8.8,269378
893,7.5,280599
676,9.4,71137
840,5.5,174913
2138,9.3,115630
1089,5.6,70395
1120,8.6,53458
530,6.3,28054
2064,7.5,162934
1817,9.1,111667
1117,6.1,219405
841,6.9,111552
2045,7.7,123560
1464,8.9,304170
1035,5.6,151323
2015,7.2,57091
1518,5.5,160113
1334,5.5,69137
1863,7.9,52465
1139,5.2,74221
644,5.8,73237
2042,5.3,116610
1576,5.5,155471
2130,9.6,53502
1656,8.7,174189
2233,7.5,140960
1584,5.1,65603
1827,6.7,280472
2167,5.9,194338
2084,6.3,162690
2093,8.1,178197
1108,6.0,75976
1084,9.9,129457
1552,9.2,116495
1358,5.5,148839
1871,9.7,123589
1434,9.3,83978
1565,6.3,66441
1684,9.8,282786
975,7.9,102501
2168,9.1,71975
1418,7.1,66498
2288,5.1,88009
984,8.5,163347
2453,5.0,80967
549,10.0,108015
760,9.4,237965
2075,6.9,48996
1936,8.8,293914
620,7.0,68050
1050,6.3,66356
733,5.9,68146
1623,5.8,133642
2469,7.3,53834
2133,7.9,38246
521,6.7,87601
2162,5.8,83658
1351,5.6,109147
1210,6.7,61946
1773,6.3,343823
1533,7.7,109859
1693,6.0,186936
715,5.9,56525
642,6.6,65610
1971,5.9,66543
1362,8.4,95195
788,7.8,88191
917,5.6,85673
918,9.8,250835
2456,8.9,65750
605,8.1,96483
967,5.3,111619
2143,6.5,68910
1713,8.9,32232
1126,5.0,85895
2330,6.7,151896
1246,9.6,282442
1902,8.7,132020
1773,8.1,118211
2495,8.0,95484
1157,5.6,211850
701,7.1,120477
1056,5.3,218123
672,8.2,98570
830,7.7,81790
1728,9.3,91536
2388,9.5,116205
2244,7.6,58576
862,9.3,106840
1202,9.9,123259
775,8.3,88273
1878,6.2,133522
1430,8.6,159549
1229,7.9,106103
2457,5.9,98258
1351,8.2,125492
1894,5.5,166393
2399,7.6,86105
1070,5.0,125111
731,5.5,103754
1489,9.5,65132
658,6.5,195654
1952,9.1,65035
860,5.9,248091
1588,7.3,141327
1308,5.8,343050
1423,8.5,169592
1971,5.8,73049
1861,9.3,107795
645,6.3,103946
1712,5.6,141419
1241,8.3,56273
834,7.2,225699
1939,9.3,191962
2202,6.3,65172
685,10.0,152054
2359,5.1,27800
1287,9.8,87373
714,5.2,121517
1097,6.3,95651
1628,7.6,135229
2448,6.7,59742
1668,5.3,285325
504,8.2,177700
1608,6.0,129173
2132,9.4,124365
514,7.1,28510
2032,9.6,147366
1683,6.5,54967
1354,8.9,56049
767,7.0,50627
1863,7.5,129562
855,8.9,86193
1183,5.7,242707
2339,8.8,22180
2474,8.9,144736
1369,8.4,89075
1903,8.1,146125
1208,9.7,57872
1858,8.1,49720
1073,6.1,94893
911,5.3,124615
1481,6.0,136314
912,8.4,60206
1352,9.4,99753
2344,9.1,93871
825,8.8,116623
1700,8.0,102693
854,8.2,62122
2172,9.7,58719
906,9.1,59864
1869,9.4,248769
878,9.6,100787
1900,7.7,90501
1279,6.1,98721
500,9.5,216873
625,9.8,51793
1954,5.2,89005
1087,5.2,112200
1688,5.5,93493
2485,8.3,150175
1773,6.9,66666
1769,5.8,101266
1973,8.5,76613
2071,8.5,49536
859,6.5,61260
1331,7.2,149430
1714,9.4,123078
1803,9.6,70132
818,5.4,141806
1584,5.1,111124
1048,6.7,152448
1994,5.9,147859
2415,8.3,71833
1051,8.5,265945
1525,7.7,182312
1787,5.5,81783
2074,5.4,283095
1103,7.7,140169
2240,7.9,55566
2430,5.9,312518
1394,10.0,42317
925,6.0,115876
830,9.0,59246
1264,6.5,138647
1103,9.6,28360
1951,6.4,197908
1213,8.5,181959
1099,7.8,27691
2332,7.9,142866
574,8.8,79744
1551,7.1,198736
1911,8.8,104891
1695,6.8,61269
1449,7.7,25071
1823,7.3,84490
2017,8.8,58087
1748,7.7,50417
1353,8.8,149113
1449,8.6,94092
1896,9.4,185420
2006,10.0,93085
2318,9.9,102367
1670,5.7,213126
511,7.5,70624
847,9.9,48905
1283,7.4,98101
1489,8.7,141464
1117,8.0,140338
503,9.4,102674
2064,6.4,50281
1300,6.5,126345
693,8.0,310457
796,8.3,133886
1603,5.2,266548
534,9.7,45522
2049,8.3,110658
1335,8.0,80074
2285,7.6,135856
1983,9.1,116833
1639,9.1,134634
1739,9.0,129280
2011,5.5,246914
2004,6.4,94188
1786,5.2,114774
516,8.2,59249
892,7.9,81389
902,7.3,60315
1424,6.4,187520
1172,5.7,137040
1304,6.4,180365
1172,7.6,40180
1062,6.3,93313
2237,6.4,106766
2171,8.0,210437
1882,5.4,75988
1730,7.3,144385
1937,5.9,90091
2095,5.7,105779
2167,6.7,306666
1112,9.7,53085
1623,7.0,100104
2332,9.2,271861
675,8.6,49399
1561,9.3,103468
1889,9.3,93578
742,5.7,84233
1248,9.0,112337
2480,5.0,239391
1982,5.5,45215
1982,8.7,48795
958,8.9,119095
1095,8.3,98669
2213,8.5,128617
1250,6.2,95556
840,8.3,200162
