company_size,salary_usd,benefits_score,company_size_encoded
M,100637,8.2,1
L,182186,6.9,0
S,124119,9.6,2
M,75711,7.8,1
L,105178,8.1,0
M,245876,5.7,1
M,60817,5.3,1
S,159519,8.6,2
S,62606,7.1,2
S,87179,5.6,2
L,248988,8.5,0
L,85390,7.1,0
L,85050,5.7,0
M,162248,5.6,1
M,89020,7.9,1
L,197899,7.4,0
L,300946,6.2,0
L,128716,7.8,0
S,69635,10.0,2
M,75013,6.2,1
L,55579,8.1,0
L,296991,8.6,0
M,112545,7.6,1
M,69324,7.5,1
S,98287,7.2,2
L,115628,6.6,0
L,61446,8.6,0
S,120919,8.8,2
L,145685,7.2,0
L,67265,9.6,0
S,93562,5.6,2
L,128363,5.6,0
M,142169,8.7,1
M,82106,5.8,1
M,349865,9.9,1
M,105787,9.8,1
L,123402,7.6,0
M,239675,8.8,1
L,241965,8.5,0
M,76847,7.9,1
L,200851,7.8,0
L,130522,5.3,0
L,68149,6.1,0
M,61452,9.6,1
S,86593,9.4,2
S,62600,8.0,2
M,77533,6.5,1
L,212689,9.3,0
L,118889,5.3,0
M,145546,7.1,1
S,91754,6.8,2
M,144229,8.0,1
S,109199,8.3,2
M,56909,7.0,1
M,117496,6.1,1
L,115487,7.2,0
M,115188,6.4,1
M,192782,9.1,1
S,158600,5.5,2
M,64447,6.5,1
M,189773,6.1,1
L,136525,5.3,0
S,108746,6.3,2
S,79890,5.3,2
S,128508,10.0,2
M,149717,5.5,1
M,74780,8.7,1
L,86855,9.1,0
L,153299,5.6,0
S,53256,7.5,2
L,104761,5.5,0
L,257772,7.6,0
M,113051,5.4,1
L,184356,6.7,0
M,48522,6.9,1
M,57358,8.7,1
S,92877,9.1,2
S,64999,9.7,2
L,216255,8.8,0
L,139600,9.8,0
L,214259,5.9,0
L,90613,5.4,0
M,237611,7.3,1
L,85520,8.4,0
S,120980,7.0,2
S,91834,7.9,2
M,197241,7.3,1
S,26172,5.0,2
S,95730,6.2,2
S,269491,8.9,2
M,103816,9.4,1
M,120743,8.4,1
S,23025,5.5,2
L,44505,8.7,0
L,105183,5.8,0
S,137294,8.3,2
S,101696,7.1,2
S,64069,5.4,2
M,111264,8.8,1
M,109807,7.9,1
M,92835,6.1,1
M,203369,7.4,1
S,177370,9.3,2
L,244805,8.5,0
L,35462,9.7,0
L,68404,6.5,0
L,128996,5.0,0
M,72807,7.5,1
M,107118,8.1,1
M,27731,8.5,1
M,74228,9.4,1
M,77712,6.1,1
S,94668,5.4,2
L,212705,6.1,0
S,200761,7.1,2
M,85039,9.5,1
L,62080,5.1,0
M,196292,9.4,1
M,158220,7.8,1
M,29068,7.7,1
M,61344,7.4,1
M,192580,9.7,1
L,69295,8.5,0
M,132554,8.8,1
S,172103,7.4,2
M,113947,9.4,1
M,38972,9.4,1
L,129198,7.3,0
L,85968,5.2,0
M,89602,5.5,1
S,75324,9.3,2
S,89924,9.8,2
M,65329,5.2,1
M,93470,8.1,1
L,95936,8.2,0
M,112418,9.9,1
S,210662,7.4,2
M,55827,5.2,1
M,174827,5.9,1
L,222968,6.0,0
L,250630,6.1,0
M,188795,7.6,1
S,116184,5.5,2
L,85463,6.5,0
S,62097,9.3,2
L,77625,5.7,0
M,89334,9.5,1
M,115065,6.6,1
M,29565,8.4,1
M,151856,6.1,1
L,59832,9.5,0
S,100061,8.8,2
S,55729,7.7,2
S,47262,9.0,2
S,126583,8.7,2
S,46601,7.1,2
S,53772,5.1,2
L,203974,7.8,0
S,23558,9.1,2
M,195265,9.6,1
L,125170,5.3,0
L,154524,6.8,0
M,78129,6.1,1
L,82474,6.7,0
S,60195,7.4,2
M,85391,8.4,1
M,138187,7.6,1
S,90522,8.7,2
S,118016,7.7,2
L,45677,7.3,0
S,80735,6.8,2
L,174749,5.5,0
S,153986,6.4,2
S,239879,7.5,2
L,113202,5.6,0
M,176289,7.7,1
M,74877,5.7,1
M,121054,7.1,1
M,121862,8.7,1
L,68676,7.4,0
L,140355,5.6,0
S,107343,5.6,2
M,124289,7.1,1
L,111588,5.5,0
M,140602,6.9,1
L,220576,5.6,0
L,63791,9.6,0
S,115544,6.8,2
L,141470,5.5,0
M,119546,7.2,1
L,70709,8.9,0
M,139969,6.0,1
M,249239,6.6,1
M,72005,7.7,1
M,82315,5.4,1
L,172045,8.2,0
M,227310,9.0,1
M,84752,5.7,1
L,141732,9.6,0
S,169211,9.5,2
M,247914,7.8,1
S,66536,5.4,2
M,133785,5.8,1
L,65022,6.4,0
M,247285,9.8,1
M,51541,8.4,1
L,186164,7.3,0
S,80116,5.6,2
M,62190,5.8,1
M,99982,6.7,1
L,126992,6.9,0
M,283236,8.2,1
L,211425,7.7,0
S,44730,8.7,2
S,34838,6.9,2
S,225196,7.1,2
M,122390,6.3,1
M,134314,9.4,1
M,63509,6.5,1
L,179124,7.7,0
L,128394,6.4,0
L,126623,6.4,0
M,113817,8.0,1
L,139320,7.6,0
S,123195,8.6,2
M,59966,5.8,1
L,32241,6.2,0
S,125879,8.7,2
S,63170,5.1,2
M,155126,10.0,1
M,86565,6.7,1
L,103951,9.4,0
L,121572,8.3,0
M,80289,9.5,1
L,142312,7.4,0
L,45228,5.3,0
M,105421,7.0,1
M,253979,7.3,1
S,80682,6.8,2
L,58564,7.7,0
M,165885,10.0,1
M,190838,9.6,1
M,55369,10.0,1
L,71105,7.5,0
M,75264,6.1,1
M,164799,6.2,1
M,76924,6.5,1
L,43350,9.3,0
S,61506,6.3,2
M,102342,9.6,1
L,167315,6.2,0
M,128451,9.4,1
S,71957,6.3,2
L,117836,5.9,0
L,121319,8.7,0
S,118151,6.1,2
S,82974,7.9,2
L,91372,9.5,0
M,33654,5.9,1
L,156264,7.4,0
M,84928,9.6,1
M,129254,9.1,1
M,206297,6.1,1
L,105092,6.5,0
L,216314,8.6,0
S,114139,8.2,2
L,253207,9.6,0
M,117195,5.9,1
S,75215,8.4,2
S,91308,9.7,2
L,101994,7.3,0
M,63814,5.5,1
M,82096,7.2,1
L,139446,5.2,0
S,50489,8.2,2
L,202463,5.1,0
L,257007,8.4,0
L,165859,5.2,0
S,269890,5.8,2
M,249468,5.0,1
M,146512,5.8,1
S,74373,8.1,2
M,191280,5.7,1
M,122748,5.3,1
M,40909,9.3,1
M,51031,10.0,1
M,111269,6.5,1
L,68234,5.9,0
L,138852,8.3,0
M,112322,5.1,1
L,172547,5.6,0
M,210775,6.1,1
M,42437,7.9,1
M,75457,5.1,1
S,81055,8.3,2
S,158028,6.6,2
L,85667,7.1,0
L,92565,7.6,0
S,218585,7.1,2
S,135669,5.8,2
M,161267,5.4,1
L,161659,5.1,0
L,84538,8.2,0
S,123396,9.6,2
S,94740,9.1,2
M,237856,9.5,1
L,144410,7.5,0
S,62979,6.9,2
L,134825,7.2,0
L,115226,5.4,0
L,128090,5.1,0
S,148729,5.6,2
L,42922,6.0,0
L,97362,9.7,0
M,59118,7.8,1
M,73489,5.3,1
L,111684,7.3,0
S,64479,5.1,2
M,175295,5.5,1
L,29310,7.3,0
M,109138,6.9,1
L,74590,8.5,0
L,137100,7.8,0
L,169631,5.4,0
L,182100,6.7,0
L,30598,5.7,0
S,59506,5.9,2
S,176984,5.1,2
M,76635,5.7,1
M,142757,9.3,1
L,157767,10.0,0
M,155133,8.7,1
M,103814,7.6,1
M,126742,7.1,1
S,149642,5.6,2
S,119639,5.5,2
S,94779,7.1,2
S,289132,7.1,2
L,81914,6.8,0
L,143423,7.8,0
S,67712,5.6,2
S,119637,5.7,2
L,95673,6.9,0
M,206540,9.8,1
S,251443,7.3,2
M,116790,5.8,1
S,113165,5.3,2
S,117256,8.6,2
M,300778,7.6,1
L,141137,6.3,0
S,46660,8.2,2
L,167557,5.0,0
L,152794,7.9,0
L,96217,8.2,0
L,93192,6.2,0
L,104902,9.4,0
S,77869,9.6,2
M,61860,6.5,1
L,149417,7.5,0
M,46702,9.8,1
L,65493,9.4,0
M,84582,9.1,1
L,168343,5.8,0
S,122314,7.9,2
L,177998,5.9,0
S,53354,7.6,2
L,160257,6.3,0
S,47255,7.3,2
M,244976,6.1,1
S,18580,9.6,2
L,92541,7.6,0
S,136851,5.3,2
L,74577,8.0,0
L,130249,9.4,0
S,279715,9.8,2
S,25917,5.5,2
S,192954,6.4,2
S,151696,5.5,2
M,181487,9.3,1
S,290032,5.5,2
L,88078,8.7,0
L,120897,5.6,0
L,99552,7.8,0
S,229166,5.9,2
S,65688,9.5,2
S,94258,7.2,2
S,61046,8.2,2
S,200891,7.9,2
L,135505,8.6,0
S,98227,7.5,2
M,156496,7.7,1
M,102263,6.3,1
S,82355,7.3,2
M,102312,9.9,1
S,213639,7.8,2
M,79347,9.2,1
L,378082,8.5,0
M,90690,8.9,1
L,183050,7.9,0
L,106292,7.8,0
M,281331,5.1,1
M,269789,9.3,1
M,55691,5.8,1
M,162401,5.9,1
S,185193,5.6,2
L,288184,5.8,0
L,124643,9.9,0
S,43362,5.0,2
S,79374,8.1,2
S,316394,5.4,2
S,96744,9.0,2
L,95183,8.0,0
M,121586,9.6,1
M,64380,5.6,1
S,142065,5.9,2
S,30742,7.5,2
L,207496,6.2,0
S,89982,5.7,2
S,116355,8.5,2
L,87703,5.7,0
M,75219,9.1,1
L,71478,7.3,0
L,132922,9.8,0
L,155903,5.4,0
S,176781,8.8,2
S,125692,9.8,2
M,118577,9.7,1
S,56555,7.3,2
L,60065,9.9,0
L,139198,8.4,0
M,143607,10.0,1
L,176811,10.0,0
L,166590,7.0,0
M,34463,6.4,1
S,195880,5.6,2
M,41697,5.2,1
S,61900,6.2,2
S,32827,7.0,2
L,71766,8.3,0
M,221363,5.5,1
L,125926,8.7,0
M,121421,9.4,1
L,252757,6.6,0
S,132931,9.2,2
M,76358,7.7,1
M,243166,6.4,1
L,101437,9.0,0
L,99518,5.5,0
L,240736,9.6,0
L,296026,5.6,0
L,229184,9.9,0
M,151494,6.3,1
L,237805,5.1,0
S,71970,6.9,2
S,142468,7.8,2
L,88665,7.7,0
L,30066,8.4,0
S,90082,5.8,2
S,101851,5.2,2
S,246833,7.5,2
S,89470,9.5,2
M,71297,9.1,1
S,86039,9.9,2
L,34424,9.1,0
M,29840,8.5,1
M,82805,9.1,1
M,90863,7.1,1
L,75880,8.3,0
S,90998,8.3,2
S,83633,5.8,2
M,64326,8.7,1
S,111239,7.8,2
M,193976,5.3,1
L,252737,6.4,0
M,83997,7.4,1
M,243739,9.4,1
M,169734,6.6,1
S,59827,5.9,2
L,107719,8.5,0
M,75575,9.3,1
L,281411,8.9,0
L,88523,6.7,0
L,61599,7.6,0
L,74511,6.3,0
S,23318,6.2,2
L,136734,8.0,0
L,21533,9.6,0
M,69344,6.5,1
M,77016,7.8,1
M,79033,7.2,1
M,98816,7.3,1
L,149985,5.7,0
S,129162,8.6,2
M,162024,7.9,1
S,72727,5.4,2
L,74894,6.5,0
M,106226,9.4,1
L,103330,6.2,0
S,228843,7.7,2
M,129776,8.4,1
S,146735,8.0,2
S,128592,6.1,2
L,166057,6.4,0
S,183692,7.0,2
M,43783,6.8,1
S,131756,5.1,2
S,93277,5.9,2
S,75614,9.1,2
M,247382,6.0,1
M,106997,8.8,1
S,138109,6.9,2
M,138794,7.7,1
L,168757,9.6,0
L,124514,9.7,0
M,59609,7.4,1
S,96741,6.9,2
L,263387,6.1,0
S,98959,7.3,2
L,120653,7.3,0
S,157279,7.4,2
L,252708,5.1,0
M,98348,7.0,1
M,195438,9.1,1
M,118243,8.2,1
S,70867,5.6,2
L,108015,5.4,0
S,68609,7.1,2
M,138450,5.6,1
L,129185,8.2,0
L,62912,6.4,0
L,185718,5.2,0
M,159827,5.4,1
M,93928,6.1,1
S,75790,6.5,2
L,34200,8.4,0
M,90286,5.3,1
S,146547,8.4,2
M,31797,8.9,1
M,54017,9.2,1
L,272906,7.6,0
S,43901,6.7,2
L,127644,5.1,0
L,128688,9.9,0
S,94657,8.8,2
L,109965,7.0,0
S,206612,9.5,2
S,181402,5.0,2
L,193935,8.6,0
L,59622,6.9,0
S,82962,6.5,2
S,179005,9.8,2
M,45061,7.7,1
L,183033,6.2,0
L,85926,7.7,0
S,90585,7.3,2
L,175783,8.5,0
M,136939,6.8,1
M,91436,7.2,1
M,149033,9.8,1
M,66306,5.2,1
M,59399,6.1,1
S,99702,9.5,2
S,100196,9.7,2
L,247639,9.1,0
S,98862,9.2,2
S,100088,9.0,2
S,67854,7.5,2
M,133071,8.6,1
L,94334,6.0,0
L,79114,9.1,0
M,140641,9.2,1
S,108378,8.6,2
M,66720,6.9,1
L,103843,8.4,0
M,180949,8.6,1
L,320986,8.7,0
L,164065,8.8,0
S,84134,8.2,2
L,59000,6.3,0
M,184365,5.9,1
S,74246,5.2,2
S,116928,5.2,2
L,64457,9.4,0
S,34017,8.1,2
L,86245,6.9,0
M,304034,9.0,1
S,207016,5.3,2
M,192387,8.6,1
S,23733,8.6,2
L,154274,6.0,0
S,43529,8.4,2
M,214849,8.4,1
M,49530,5.3,1
S,90866,9.6,2
S,38519,5.3,2
L,190560,8.5,0
M,111397,9.6,1
M,100635,9.0,1
M,108577,5.0,1
L,34193,6.1,0
M,110241,8.8,1
S,184497,5.3,2
L,84774,6.4,0
L,235792,6.0,0
M,54131,7.0,1
L,154810,6.0,0
L,86911,5.1,0
S,83432,8.1,2
M,104994,9.4,1
L,114869,6.3,0
M,108366,8.2,1
L,112203,8.6,0
S,152809,6.6,2
L,55945,6.7,0
L,139128,6.9,0
S,74433,6.7,2
L,62585,8.9,0
S,64130,8.8,2
M,24000,9.5,1
L,63740,5.0,0
M,75688,6.3,1
L,91038,5.5,0
M,171871,8.2,1
S,92855,9.5,2
M,138709,7.7,1
L,89902,9.8,0
M,172633,6.9,1
M,113910,5.7,1
S,145181,5.5,2
S,126932,6.6,2
L,237969,9.3,0
S,70164,6.4,2
L,91580,8.7,0
L,210798,5.4,0
S,172275,5.1,2
L,181539,9.6,0
L,83912,5.8,0
L,126540,8.2,0
L,136341,7.4,0
S,134759,5.4,2
S,71946,7.5,2
L,93601,5.6,0
M,96130,5.1,1
L,62895,7.6,0
M,71053,5.2,1
M,235335,7.7,1
S,189502,8.9,2
M,60818,6.7,1
L,139977,6.0,0
L,305019,6.5,0
M,74292,8.3,1
L,65497,9.1,0
S,17450,6.4,2
S,56393,6.7,2
L,28903,5.8,0
M,204225,9.2,1
M,182487,6.2,1
M,122104,5.6,1
S,107231,9.2,2
M,37458,5.2,1
S,145761,9.1,2
S,200170,5.6,2
S,82455,6.0,2
M,77760,8.5,1
M,142182,9.9,1
L,132350,8.2,0
L,141077,7.2,0
M,237360,8.4,1
S,138254,9.5,2
S,181342,6.8,2
M,154049,6.3,1
S,57960,5.7,2
L,281214,8.0,0
L,78328,6.0,0
L,253374,8.8,0
M,168477,9.6,1
S,87035,8.2,2
S,152751,8.0,2
S,92050,6.2,2
M,55016,9.1,1
M,135145,10.0,1
S,118429,8.6,2
M,57898,7.3,1
S,51180,5.5,2
L,103458,5.5,0
L,102748,8.1,0
M,151467,9.7,1
M,74836,8.7,1
S,169620,6.0,2
L,113721,8.3,0
S,127743,8.6,2
M,305463,5.9,1
S,75828,8.5,2
S,116542,5.4,2
M,53985,5.6,1
S,60582,6.1,2
S,135425,5.9,2
L,62590,9.5,0
S,231935,8.6,2
S,71430,6.7,2
L,220600,9.7,0
S,82694,9.6,2
L,123932,6.8,0
M,137592,9.8,1
S,57950,8.6,2
S,126435,5.6,2
M,128267,5.4,1
L,309048,8.1,0
L,134105,10.0,0
S,84521,8.6,2
M,61395,9.7,1
S,152906,6.9,2
S,150492,5.1,2
M,261388,8.3,1
S,181176,6.7,2
M,185060,7.3,1
L,128763,9.0,0
M,125753,6.6,1
S,121075,5.8,2
M,27334,8.9,1
L,234245,9.8,0
S,79787,6.3,2
S,46395,5.6,2
L,82377,7.5,0
M,63540,6.7,1
M,90047,9.9,1
M,108278,8.1,1
L,255205,5.2,0
M,63780,6.3,1
S,57335,10.0,2
M,68846,7.5,1
L,127642,7.5,0
M,119425,5.9,1
S,29224,9.1,2
M,198486,8.2,1
S,203533,6.6,2
L,194939,6.7,0
S,61708,7.5,2
L,100793,9.0,0
M,75694,8.3,1
L,115446,7.9,0
S,49167,8.4,2
S,70180,7.5,2
S,19503,5.9,2
M,92958,6.8,1
S,46075,10.0,2
S,31356,7.5,2
M,169277,7.8,1
M,34533,8.2,1
S,72285,7.9,2
S,212718,8.6,2
S,202624,7.2,2
L,71740,9.9,0
L,232339,7.2,0
S,147817,6.3,2
S,73011,7.3,2
M,69151,6.5,1
M,200050,5.5,1
S,68571,9.6,2
S,27494,9.1,2
M,54178,7.5,1
M,147943,6.6,1
L,246165,6.4,0
M,31203,5.4,1
S,109051,7.7,2
M,76767,5.9,1
L,64846,6.9,0
L,126205,6.5,0
L,162483,8.3,0
S,77554,5.5,2
L,216415,7.5,0
S,130182,5.9,2
S,187797,5.2,2
L,123365,5.6,0
L,69926,7.5,0
M,80574,6.7,1
S,80148,6.7,2
L,270850,9.5,0
M,160933,8.0,1
M,165119,5.5,1
L,145099,6.9,0
S,51742,8.3,2
M,109327,9.0,1
M,151570,7.2,1
S,214037,9.1,2
L,238972,9.8,0
L,120788,8.3,0
L,161084,8.0,0
M,224471,5.4,1
L,162992,6.8,0
S,30696,9.1,2
M,98339,5.7,1
M,129262,8.5,1
L,112931,6.5,0
L,109950,8.2,0
L,84503,5.6,0
M,89243,8.0,1
M,194683,7.7,1
S,34111,6.5,2
L,104286,8.2,0
M,87236,9.6,1
L,61002,5.9,0
L,131108,5.8,0
L,109470,6.5,0
S,63355,9.1,2
M,199949,8.9,1
S,59401,9.9,2
L,100922,8.0,0
M,64014,8.9,1
L,164409,7.2,0
M,214487,8.5,1
L,133642,7.5,0
L,93357,7.6,0
M,68512,8.0,1
M,134492,5.2,1
M,131311,8.9,1
M,255914,7.6,1
S,49654,7.4,2
S,47136,9.0,2
L,42011,8.1,0
L,119147,7.3,0
S,98976,6.7,2
S,50267,8.6,2
S,26722,6.1,2
M,131283,8.5,1
M,117952,5.7,1
M,25607,6.9,1
M,233172,6.0,1
L,74780,8.9,0
L,166556,7.1,0
L,332451,8.2,0
L,226551,9.0,0
M,182206,7.5,1
L,155691,7.4,0
S,69981,5.3,2
S,115602,7.9,2
L,65661,6.6,0
M,54988,5.6,1
L,255127,7.5,0
L,60129,6.7,0
M,151050,7.8,1
L,102467,8.1,0
M,91655,9.4,1
L,114161,9.2,0
M,73257,9.4,1
L,108618,7.5,0
S,62843,6.3,2
L,178712,8.8,0
M,66399,6.6,1
S,26206,9.7,2
M,132926,6.3,1
L,212788,5.6,0
S,38991,9.8,2
S,50232,7.2,2
M,134499,7.2,1
L,148779,9.9,0
S,70847,9.5,2
L,62204,5.9,0
S,129841,9.3,2
M,155034,9.2,1
S,187509,9.4,2
M,177222,7.7,1
L,333553,9.0,0
S,51703,6.4,2
L,161634,7.0,0
L,166572,9.2,0
L,208798,5.2,0
L,86613,6.7,0
L,117597,5.2,0
L,22513,7.9,0
L,105654,9.7,0
L,224641,6.6,0
S,92817,8.8,2
L,87012,9.6,0
S,176978,8.9,2
L,31871,7.7,0
S,111513,7.5,2
M,124502,6.0,1
M,143750,9.6,1
M,107546,8.7,1
L,208493,6.4,0
M,290203,5.3,1
S,79948,9.0,2
M,139049,6.1,1
L,123828,5.3,0
L,125635,7.2,0
S,102852,9.2,2
S,126788,9.0,2
S,140019,7.8,2
M,225786,9.1,1
S,126761,8.6,2
S,97895,5.6,2
L,234625,6.4,0
M,118185,9.1,1
S,66948,5.1,2
S,64481,6.6,2
L,153732,6.4,0
S,130492,7.4,2
L,116529,6.1,0
L,125193,7.8,0
L,153136,7.7,0
S,174479,7.5,2
M,137316,9.3,1
S,160330,5.6,2
L,41342,6.3,0
S,31869,5.2,2
L,190329,8.0,0
L,80831,7.2,0
S,102054,9.2,2
M,198047,6.6,1
M,70324,9.9,1
M,61593,7.4,1
M,225178,7.2,1
M,119102,8.1,1
S,188552,7.3,2
L,226063,5.1,0
S,62015,9.2,2
M,93014,8.5,1
M,128718,9.6,1
M,66805,5.2,1
S,90978,8.6,2
L,139567,9.1,0
M,133001,7.5,1
S,117366,8.1,2
S,56948,7.3,2
L,271210,9.2,0
L,108474,7.2,0
M,74225,8.7,1
S,97911,9.1,2
L,87471,5.3,0
M,66358,8.5,1
L,67502,7.0,0
M,84581,10.0,1
M,94615,5.3,1
S,126277,6.5,2
M,108046,9.5,1
S,214302,8.9,2
S,60614,7.0,2
S,126247,6.3,2
S,153207,5.6,2
M,91093,7.1,1
S,177639,7.9,2
M,72729,5.5,1
S,231764,7.3,2
M,91852,6.7,1
L,108220,8.5,0
S,44513,6.1,2
L,115978,8.0,0
L,60623,8.5,0
M,193676,6.2,1
S,101827,9.4,2
L,90586,5.1,0
M,194601,5.7,1
L,382222,9.9,0
L,111690,6.3,0
S,74807,8.2,2
S,68533,7.9,2
L,130226,5.1,0
L,112790,6.0,0
L,189996,9.4,0
M,114387,6.5,1
S,185728,8.7,2
M,142898,9.6,1
L,84890,8.7,0
L,95220,9.8,0
M,73529,9.0,1
S,96565,9.1,2
L,81266,7.2,0
L,120489,9.3,0
L,160293,6.5,0
L,259694,6.2,0
M,134216,5.1,1
M,70756,8.6,1
M,74648,5.5,1
M,62208,9.7,1
M,127798,9.1,1
L,44314,5.3,0
S,112441,9.8,2
S,67815,9.4,2
L,116101,6.6,0
M,142224,5.2,1
M,122247,6.7,1
L,68996,5.9,0
S,58278,8.6,2
L,161500,8.2,0
L,97036,6.7,0
L,97890,9.9,0
L,192865,9.7,0
M,19662,8.7,1
S,95674,8.1,2
L,83952,8.3,0
S,70247,7.3,2
S,194385,8.8,2
M,50464,5.9,1
S,71270,6.4,2
M,243177,9.4,1
M,239543,6.6,1
S,53499,5.8,2
M,150607,5.7,1
L,79623,7.7,0
L,81308,6.6,0
S,123946,8.6,2
S,42381,5.4,2
S,35803,6.4,2
L,126100,7.4,0
M,138184,5.2,1
M,38303,7.1,1
L,41682,6.4,0
L,255802,9.5,0
L,80108,6.1,0
M,60460,10.0,1
S,110481,9.4,2
L,181707,9.7,0
S,171315,6.0,2
S,186907,9.4,2
S,197246,6.2,2
M,62903,6.6,1
L,168184,5.3,0
M,147859,8.9,1
S,87226,5.7,2
L,138319,9.1,0
M,103507,8.0,1
M,223904,6.1,1
M,142980,7.9,1
M,64103,6.0,1
S,91062,9.1,2
L,78579,5.0,0
L,115061,8.8,0
S,61569,5.4,2
S,106803,7.5,2
M,88775,9.9,1
M,143329,8.0,1
S,83311,8.6,2
S,200496,5.8,2
S,60235,6.9,2
L,74675,5.8,0
S,61377,6.2,2
S,23390,7.0,2
L,91528,7.1,0
S,146429,5.6,2
L,44242,6.5,0
L,141895,6.5,0
L,172701,6.9,0
S,122947,8.2,2
M,76332,5.1,1
S,165380,5.7,2
M,142751,9.7,1
M,62156,5.8,1
M,152270,7.3,1
M,86405,10.0,1
M,82630,7.5,1
S,57873,6.3,2
M,28348,8.3,1
M,87180,9.7,1
L,91044,5.4,0
L,76331,5.6,0
L,118613,5.2,0
L,92441,8.2,0
M,268946,6.6,1
S,32200,8.6,2
L,138675,8.5,0
L,68778,6.4,0
M,209006,8.9,1
M,131992,6.1,1
L,94712,8.4,0
S,134256,7.7,2
M,103820,6.8,1
M,90645,8.9,1
L,119424,5.3,0
M,100887,6.9,1
S,99370,7.8,2
M,136900,7.5,1
M,46438,5.7,1
M,49841,8.9,1
M,87830,9.3,1
M,78608,5.2,1
L,76299,6.9,0
S,70823,9.0,2
L,161626,5.1,0
L,94357,8.3,0
M,154775,8.8,1
M,81393,6.4,1
S,64623,5.5,2
S,53147,6.8,2
S,95590,6.0,2
S,72897,6.8,2
S,150728,8.2,2
M,117055,5.6,1
M,87825,9.6,1
S,199854,6.7,2
L,159183,8.0,0
S,64547,5.8,2
S,95432,7.1,2
M,38213,5.3,1
L,122719,7.1,0
L,126604,8.4,0
S,27641,7.8,2
L,106504,8.6,0
M,211310,6.2,1
L,55929,8.5,0
L,189125,5.9,0
L,232230,7.2,0
M,92533,5.1,1
S,170727,5.8,2
M,64528,9.1,1
L,86994,8.6,0
L,195324,9.3,0
S,107212,7.1,2
M,63595,7.9,1
M,146168,8.2,1
S,23158,8.3,2
M,74146,9.8,1
M,244490,7.4,1
L,135650,6.2,0
L,161057,5.7,0
L,95999,5.7,0
L,75071,8.0,0
L,80156,5.1,0
M,77757,8.7,1
M,56236,9.7,1
M,240245,8.5,1
L,275028,6.5,0
L,186213,7.2,0
S,287124,6.8,2
M,135404,8.1,1
L,159276,8.6,0
S,93350,6.7,2
L,264276,7.7,0
S,31006,7.9,2
M,132059,7.0,1
L,85658,8.1,0
S,107273,8.7,2
S,120446,5.8,2
L,92064,7.7,0
S,170651,8.1,2
L,209732,8.9,0
M,90595,9.4,1
L,134103,5.8,0
M,328767,8.1,1
M,201006,5.7,1
S,127726,6.3,2
L,269096,7.5,0
L,149753,5.5,0
M,145711,9.4,1
S,20533,9.7,2
L,80896,6.5,0
L,128356,9.3,0
S,118886,8.8,2
S,115314,6.0,2
S,132602,9.1,2
S,145255,5.5,2
L,139099,7.1,0
M,112407,8.0,1
L,113716,5.2,0
S,45202,6.1,2
M,131630,5.0,1
L,130641,6.3,0
L,270691,6.9,0
M,90830,6.8,1
S,155288,7.8,2
M,55458,6.2,1
M,142729,6.5,1
M,72858,5.6,1
L,107428,9.4,0
M,86669,9.1,1
M,128076,9.5,1
M,106104,9.3,1
S,68721,6.1,2
M,86559,5.0,1
S,61330,5.7,2
L,119858,8.4,0
L,118666,7.1,0
S,25726,7.6,2
L,29930,7.5,0
M,37505,6.2,1
S,116283,9.3,2
S,45147,5.7,2
S,66746,9.4,2
M,61929,6.8,1
M,210982,9.4,1
L,82621,7.7,0
L,227131,7.0,0
S,113462,6.0,2
M,146522,8.2,1
M,310444,5.4,1
S,212270,9.7,2
S,55426,9.6,2
M,284645,5.2,1
M,91905,8.4,1
S,46252,5.6,2
L,140999,5.3,0
L,61460,8.3,0
L,107693,5.5,0
L,202576,9.4,0
S,61666,8.5,2
M,40597,6.4,1
L,136441,5.8,0
L,64127,7.2,0
M,104753,9.6,1
M,122222,9.3,1
M,101788,9.7,1
L,341521,5.9,0
M,63658,9.0,1
M,172241,7.9,1
M,80284,8.8,1
L,82705,8.1,0
L,82163,8.8,0
S,134609,7.6,2
S,50356,6.3,2
S,100882,6.0,2
M,97133,7.9,1
L,169587,7.6,0
M,218131,8.5,1
M,103226,6.2,1
L,100052,6.2,0
M,166634,9.3,1
M,116226,6.1,1
S,95173,9.8,2
S,164965,7.8,2
S,110208,9.8,2
S,66541,8.2,2
L,349894,8.7,0
S,186739,7.5,2
S,239337,9.4,2
M,36462,5.7,1
M,91501,5.5,1
L,112775,8.5,0
L,114451,8.1,0
S,106509,5.1,2
S,122296,9.2,2
S,105130,6.0,2
S,54001,9.3,2
M,48008,8.7,1
S,48486,10.0,2
L,270112,7.7,0
S,90538,9.1,2
L,151418,10.0,0
M,198647,8.2,1
L,156122,9.2,0
S,164345,6.5,2
L,156737,9.5,0
M,134102,8.9,1
M,112325,5.7,1
S,92446,5.8,2
L,262159,8.4,0
M,44890,8.9,1
S,217707,8.4,2
M,154903,7.5,1
L,224171,7.7,0
M,193696,8.1,1
S,75949,9.4,2
S,54686,6.8,2
M,103836,9.8,1
S,80675,6.5,2
S,96576,7.0,2
L,186491,9.7,0
M,112803,5.9,1
S,66258,7.8,2
L,122843,5.7,0
M,70436,6.4,1
L,111112,8.5,0
S,62688,7.4,2
M,109993,9.0,1
M,90739,8.0,1
M,116788,9.7,1
M,89119,6.7,1
S,80678,9.1,2
L,146187,8.1,0
S,77845,8.2,2
M,73922,5.1,1
