experience_level,years_experience,salary_usd,experience_level_encoded
MI,2,90803,2
EN,1,52790,0
SE,9,123158,3
EX,15,136173,1
EN,1,33349,0
EX,12,109691,1
SE,7,154172,3
EN,1,62316,0
SE,7,100179,3
EX,10,165296,1
EX,11,199699,1
SE,8,199230,3
EN,0,60772,0
MI,3,35534,2
SE,7,127355,3
SE,8,150163,3
SE,8,34278,3
EN,1,50385,0
MI,2,127626,2
EN,0,87121,0
EX,19,242532,1
EN,0,42882,0
MI,2,63065,2
SE,8,54039,3
EX,18,184798,1
EX,12,238260,1
EX,19,261853,1
EX,16,239826,1
EX,10,201246,1
SE,8,109684,3
MI,2,83819,2
EN,0,61837,0
EN,1,75517,0
SE,7,131115,3
EX,15,169966,1
EX,10,79201,1
EN,0,71991,0
EX,11,211340,1
SE,5,121942,3
SE,5,133708,3
MI,2,128594,2
MI,4,90783,2
EX,13,241386,1
EN,0,50199,0
EN,1,69589,0
EX,19,249049,1
EN,1,74973,0
MI,4,86870,2
SE,5,132380,3
SE,7,134074,3
MI,2,29783,2
SE,8,129656,3
SE,9,101315,3
EX,18,154178,1
EN,0,71943,0
EX,17,187201,1
MI,3,69671,2
SE,7,119940,3
MI,3,102411,2
MI,4,94579,2
EN,1,93077,0
EX,15,215780,1
SE,5,123240,3
SE,6,172179,3
EX,10,211756,1
MI,4,68820,2
EN,1,40630,0
MI,4,79533,2
EN,0,85375,0
MI,3,34517,2
EX,14,169364,1
SE,6,118975,3
SE,5,53965,3
EX,19,163916,1
MI,2,82346,2
SE,8,124224,3
SE,8,141596,3
MI,2,36117,2
MI,4,72859,2
SE,9,145568,3
MI,4,81162,2
EX,13,222942,1
EX,11,241236,1
EN,1,79043,0
MI,4,118334,2
SE,7,90117,3
SE,7,174435,3
SE,6,118598,3
MI,4,37061,2
EX,17,229849,1
MI,4,178162,2
EX,10,175805,1
MI,3,105402,2
MI,2,33884,2
EN,0,60249,0
MI,2,81942,2
EN,1,76583,0
SE,5,61080,3
SE,9,129718,3
MI,3,89873,2
EX,10,203419,1
SE,7,154964,3
EX,16,127404,1
MI,2,112946,2
SE,5,166982,3
EN,1,79897,0
EX,13,199034,1
MI,3,121505,2
SE,9,98949,3
EX,10,175782,1
EX,13,204328,1
EN,0,47111,0
MI,3,97477,2
SE,5,45439,3
EX,11,268419,1
MI,2,42030,2
SE,9,134524,3
EX,19,178034,1
MI,4,79119,2
EX,15,168770,1
EN,1,65252,0
EX,14,163792,1
SE,5,196273,3
EN,0,50242,0
EX,19,262801,1
EN,0,61263,0
MI,3,146528,2
SE,9,163758,3
EX,16,166269,1
EX,10,233000,1
MI,4,91649,2
SE,5,152617,3
SE,5,111739,3
EN,0,66659,0
EX,14,186273,1
EX,15,165955,1
EX,14,206355,1
EN,1,28132,0
EX,17,105432,1
EN,1,84482,0
EX,11,207967,1
MI,4,105835,2
MI,3,90084,2
EN,0,70560,0
SE,5,119651,3
EN,1,81359,0
MI,3,94506,2
EN,1,57555,0
MI,4,58309,2
MI,3,104581,2
SE,8,51087,3
MI,3,163866,2
EN,1,48310,0
SE,8,189402,3
MI,4,30514,2
EN,0,69642,0
SE,5,117224,3
MI,3,100484,2
EN,0,124618,0
EX,18,191724,1
EN,0,97569,0
SE,9,118684,3
EN,1,80305,0
EX,17,214921,1
SE,9,178983,3
MI,4,78327,2
EN,0,85793,0
EN,1,80644,0
MI,2,123929,2
MI,4,108923,2
SE,9,140940,3
EX,13,315420,1
EN,1,71258,0
MI,4,105428,2
EX,12,167067,1
EN,0,75062,0
EX,10,54168,1
EN,0,61930,0
EX,11,148519,1
EX,12,199528,1
EX,11,53596,1
EN,0,97034,0
SE,5,102547,3
EN,1,63599,0
MI,4,93730,2
SE,7,205424,3
EN,1,88065,0
SE,9,115890,3
EX,11,233264,1
MI,3,85232,2
MI,2,125339,2
EX,16,185360,1
MI,3,106629,2
EX,13,97894,1
EX,12,79189,1
MI,3,89489,2
MI,2,119280,2
EX,16,219065,1
EX,15,218346,1
SE,7,154420,3
SE,6,126566,3
EN,0,67525,0
SE,8,130551,3
EN,1,67815,0
MI,3,26237,2
EX,10,285608,1
EN,0,73386,0
EN,0,24994,0
MI,3,84205,2
EX,11,167419,1
EN,1,83819,0
EX,11,71467,1
SE,5,150771,3
EX,15,187205,1
EN,1,25891,0
SE,5,62044,3
SE,6,155807,3
EN,1,75916,0
EN,1,93324,0
EX,11,176161,1
SE,9,135633,3
MI,4,96084,2
EX,15,229922,1
EN,1,92771,0
SE,6,137444,3
EN,0,72988,0
SE,8,129227,3
EN,0,84467,0
MI,3,98088,2
SE,9,119116,3
EX,18,181037,1
EN,1,79650,0
EN,0,81235,0
EN,1,71268,0
EX,13,227826,1
MI,3,96577,2
EN,1,32109,0
EX,14,125192,1
EN,1,70652,0
SE,7,114477,3
EN,1,46341,0
MI,4,68397,2
MI,4,87051,2
EN,0,79887,0
EX,19,134547,1
MI,2,108427,2
EN,1,45769,0
EN,1,65686,0
EX,16,134629,1
EN,0,105266,0
SE,9,111826,3
SE,8,97870,3
SE,9,56233,3
SE,5,136380,3
SE,7,129432,3
EX,17,274081,1
MI,3,70458,2
EN,0,54782,0
EN,0,64330,0
EX,12,253257,1
EN,1,72157,0
EN,0,79437,0
EN,0,89807,0
EX,13,223811,1
SE,7,43079,3
SE,7,171228,3
EX,11,320305,1
EX,16,265506,1
SE,6,191096,3
MI,4,46630,2
SE,5,97986,3
SE,5,136685,3
MI,2,90657,2
SE,9,170307,3
MI,2,137251,2
EX,10,175338,1
EN,1,81903,0
SE,7,119281,3
EN,1,59467,0
SE,8,136127,3
EX,19,150034,1
EX,12,293963,1
EN,1,93910,0
SE,9,106154,3
EN,1,83026,0
EX,10,62488,1
EN,0,82469,0
MI,4,37153,2
SE,8,100902,3
EN,1,61167,0
EX,16,72149,1
SE,9,145674,3
SE,7,121414,3
EN,1,78140,0
SE,9,141442,3
MI,2,96067,2
EX,16,388535,1
SE,6,132494,3
MI,3,66690,2
MI,2,122287,2
EN,0,81923,0
EX,16,317576,1
SE,6,111218,3
EX,13,137824,1
MI,3,124975,2
EX,10,202807,1
EX,12,225578,1
EN,1,67004,0
MI,4,91436,2
SE,5,190150,3
EX,17,190516,1
MI,3,113403,2
EX,16,206127,1
SE,8,164366,3
EX,14,135548,1
EN,1,81926,0
MI,4,61432,2
EN,1,82350,0
EN,1,91758,0
MI,4,26320,2
SE,5,181477,3
SE,7,119031,3
EX,10,199896,1
EX,11,143700,1
EX,18,257865,1
MI,3,88557,2
EX,11,170140,1
MI,2,78293,2
EN,0,95607,0
EN,1,75288,0
MI,2,99770,2
SE,5,107307,3
MI,4,80388,2
MI,3,43320,2
EX,14,49686,1
MI,4,41656,2
EX,13,149191,1
MI,4,70858,2
SE,8,112994,3
MI,2,81456,2
EN,1,54011,0
EN,1,85091,0
EN,0,115899,0
MI,2,89371,2
SE,9,125683,3
EX,13,349284,1
EX,18,140809,1
MI,4,69956,2
EN,0,71681,0
EX,15,215291,1
EN,1,22321,0
MI,2,107424,2
MI,2,97858,2
SE,9,131805,3
SE,5,168977,3
SE,5,112692,3
EN,0,24819,0
MI,4,50429,2
MI,4,92616,2
MI,3,149371,2
EX,10,235873,1
EN,0,46440,0
EX,14,227078,1
EN,0,63953,0
MI,2,77328,2
EN,0,64672,0
MI,3,103343,2
MI,3,99987,2
MI,3,37144,2
EX,17,239050,1
EN,1,63804,0
MI,2,121719,2
EX,10,318346,1
SE,9,113713,3
SE,6,129110,3
EN,1,76550,0
EX,19,160981,1
EX,13,249798,1
MI,4,110277,2
EX,19,314219,1
EX,14,335263,1
MI,2,124417,2
SE,8,124130,3
EN,0,80925,0
MI,3,79342,2
EN,0,97152,0
SE,6,142004,3
SE,7,147965,3
EX,10,192037,1
SE,9,127383,3
MI,3,85256,2
SE,7,191885,3
SE,6,106706,3
SE,6,144625,3
MI,4,89096,2
MI,3,113094,2
EN,0,44438,0
EN,1,74828,0
MI,2,79856,2
EX,17,155247,1
EN,1,86084,0
MI,4,121255,2
SE,9,120964,3
SE,6,170957,3
MI,2,80134,2
EX,13,139486,1
EN,0,65381,0
EX,15,171324,1
SE,6,87775,3
EX,11,172632,1
MI,4,88588,2
EX,15,168771,1
MI,4,90000,2
MI,3,38919,2
EN,0,63396,0
EX,14,127703,1
MI,2,136930,2
EN,0,62653,0
EX,19,238158,1
MI,2,67273,2
EX,12,296408,1
MI,3,82078,2
MI,2,62170,2
SE,8,156317,3
EX,11,222260,1
SE,5,37876,3
MI,4,78486,2
EX,14,192938,1
SE,8,43359,3
SE,9,118994,3
MI,4,97478,2
MI,2,88392,2
SE,6,134966,3
MI,3,106203,2
EX,18,202928,1
MI,3,127991,2
SE,8,92358,3
EX,19,272629,1
EX,10,221472,1
EN,1,73577,0
EN,0,58063,0
EX,17,219400,1
MI,2,103961,2
EX,13,82413,1
SE,6,172900,3
EX,10,189271,1
MI,3,111442,2
EN,0,67863,0
MI,2,37216,2
SE,9,146138,3
EN,0,45328,0
MI,4,100310,2
SE,6,147245,3
MI,3,88089,2
EN,0,72575,0
MI,4,85617,2
MI,2,89607,2
EN,1,51322,0
SE,9,93109,3
MI,4,39952,2
SE,6,53528,3
MI,3,87394,2
EX,19,172148,1
EN,1,63353,0
EN,0,65724,0
SE,8,114291,3
EN,0,85594,0
SE,5,123737,3
EX,11,240031,1
MI,2,31490,2
EN,0,60618,0
EN,0,78418,0
EX,13,269385,1
MI,2,97601,2
EX,15,195834,1
EX,18,136182,1
EX,11,210024,1
EN,1,54381,0
SE,9,190082,3
MI,2,84428,2
SE,5,111780,3
EN,0,103260,0
MI,2,129654,2
EN,0,37250,0
EX,13,287770,1
EN,0,65359,0
SE,8,122773,3
EN,1,60408,0
SE,6,150096,3
EX,17,205206,1
MI,4,26000,2
EN,0,65860,0
MI,2,94548,2
SE,6,139420,3
EN,0,96731,0
SE,6,166302,3
EX,19,169852,1
EN,0,50112,0
EN,0,25790,0
SE,7,111118,3
EN,0,63655,0
EX,11,180875,1
EN,0,59927,0
EX,15,254962,1
SE,5,173503,3
EN,0,33680,0
MI,3,115942,2
EN,1,77384,0
EX,18,331419,1
SE,6,131344,3
EX,11,81352,1
EN,0,75140,0
EN,0,57023,0
EN,1,76910,0
EN,1,86816,0
EX,14,177419,1
EX,12,143077,1
EN,1,55124,0
EX,16,202411,1
MI,2,84402,2
EX,12,194046,1
EN,0,59744,0
SE,5,102625,3
EN,1,56790,0
EN,0,56948,0
MI,3,124698,2
SE,6,158637,3
MI,4,104750,2
EX,13,149617,1
EN,1,54122,0
MI,3,103462,2
EX,10,200620,1
EN,1,63203,0
EN,0,92506,0
MI,4,78404,2
SE,6,155868,3
SE,8,156517,3
EX,12,212507,1
SE,5,171831,3
EX,14,208009,1
EX,19,193197,1
MI,4,105371,2
EX,14,166349,1
SE,6,141464,3
EN,1,28009,0
EX,10,173041,1
EX,10,239925,1
EN,0,36984,0
EX,18,251261,1
EX,13,139815,1
EN,0,51437,0
SE,6,89863,3
EN,0,65048,0
SE,6,136806,3
SE,7,104749,3
MI,4,96999,2
EX,18,243815,1
MI,4,76637,2
EN,1,85502,0
SE,6,120897,3
EN,0,91013,0
MI,3,85335,2
SE,7,163644,3
EN,0,95444,0
EX,11,246523,1
EN,1,65060,0
EN,1,78657,0
EX,17,138491,1
EN,1,78736,0
EN,1,72680,0
EN,0,46963,0
EX,16,196455,1
SE,7,150699,3
EX,18,225713,1
EX,10,89546,1
SE,6,38039,3
SE,6,157935,3
MI,3,87759,2
SE,7,155389,3
EN,1,73343,0
EN,1,24357,0
EN,1,69149,0
EN,1,65314,0
SE,7,133224,3
EN,1,38105,0
EN,1,63981,0
EX,12,231463,1
EX,10,303234,1
EN,1,57839,0
MI,4,105737,2
EN,1,83703,0
EX,18,374078,1
MI,3,73845,2
EX,18,199570,1
EN,1,59456,0
MI,2,46874,2
EX,12,264204,1
MI,4,92702,2
SE,9,127152,3
EX,15,97952,1
SE,6,119734,3
SE,8,52313,3
SE,6,150527,3
SE,8,102071,3
SE,8,120049,3
EN,1,57666,0
EN,1,48186,0
SE,7,105485,3
SE,7,131219,3
EN,1,51061,0
MI,3,118577,2
MI,4,123562,2
EN,0,51487,0
EN,1,48045,0
SE,5,107844,3
EN,1,39178,0
EX,19,222589,1
MI,2,103634,2
SE,6,144301,3
SE,7,99374,3
EX,18,182255,1
MI,2,64006,2
SE,7,240322,3
MI,4,90893,2
SE,6,126730,3
MI,4,90617,2
EN,0,67532,0
EN,0,81482,0
MI,2,100637,2
SE,7,182186,3
MI,2,124119,2
EN,0,75711,0
EX,17,105178,1
EX,13,245876,1
SE,6,60817,3
EX,13,159519,1
EN,1,62606,0
MI,4,87179,2
EX,18,248988,1
EN,0,85390,0
EN,0,85050,0
SE,7,162248,3
MI,3,89020,2
EX,17,197899,1
EX,11,300946,1
SE,6,128716,3
MI,4,69635,2
EN,1,75013,0
EX,15,55579,1
EX,14,296991,1
MI,3,112545,2
EX,14,69324,1
SE,8,98287,3
MI,2,115628,2
EN,0,61446,0
MI,3,120919,2
SE,5,145685,3
EN,0,67265,0
MI,4,93562,2
SE,9,128363,3
SE,9,142169,3
MI,4,82106,2
EX,17,349865,1
SE,5,105787,3
MI,3,123402,2
EX,12,239675,1
EX,19,241965,1
MI,4,76847,2
SE,7,200851,3
MI,3,130522,2
EN,0,68149,0
EN,0,61452,0
MI,2,86593,2
EN,1,62600,0
EN,0,77533,0
EX,13,212689,1
MI,2,118889,2
SE,7,145546,3
MI,3,91754,2
EX,18,144229,1
SE,7,109199,3
EN,1,56909,0
EX,19,117496,1
MI,4,115487,2
MI,4,115188,2
EX,16,192782,1
EX,14,158600,1
EN,0,64447,0
SE,8,189773,3
SE,9,136525,3
EX,16,108746,1
EX,15,79890,1
EX,16,128508,1
SE,6,149717,3
EN,0,74780,0
EN,1,86855,0
SE,9,153299,3
EN,1,53256,0
EN,1,104761,0
EX,11,257772,1
SE,5,113051,3
SE,9,184356,3
EN,1,48522,0
EN,0,57358,0
SE,8,92877,3
MI,3,64999,2
EX,14,216255,1
SE,9,139600,3
SE,9,214259,3
EX,12,90613,1
EX,18,237611,1
MI,2,85520,2
EX,10,120980,1
MI,4,91834,2
EX,19,197241,1
MI,2,26172,2
SE,5,95730,3
EX,15,269491,1
EN,1,103816,0
SE,8,120743,3
MI,4,23025,2
SE,6,44505,3
MI,3,105183,2
EX,12,137294,1
SE,6,101696,3
MI,3,64069,2
SE,6,111264,3
MI,4,109807,2
MI,3,92835,2
EX,13,203369,1
EX,17,177370,1
EX,18,244805,1
MI,3,35462,2
EN,0,68404,0
SE,7,128996,3
EN,0,72807,0
MI,4,107118,2
MI,4,27731,2
EN,0,74228,0
EN,1,77712,0
EX,19,94668,1
EX,16,212705,1
EX,11,200761,1
MI,2,85039,2
EX,12,62080,1
EX,18,196292,1
EX,19,158220,1
MI,4,29068,2
EN,1,61344,0
SE,5,192580,3
EN,0,69295,0
SE,7,132554,3
EX,14,172103,1
SE,8,113947,3
MI,2,38972,2
SE,9,129198,3
EN,1,85968,0
EN,1,89602,0
EN,1,75324,0
MI,3,89924,2
EN,0,65329,0
MI,4,93470,2
EN,0,95936,0
MI,4,112418,2
EX,16,210662,1
EN,1,55827,0
SE,5,174827,3
EX,17,222968,1
EX,15,250630,1
SE,5,188795,3
SE,5,116184,3
EN,1,85463,0
EN,1,62097,0
EN,1,77625,0
MI,2,89334,2
SE,7,115065,3
MI,2,29565,2
SE,6,151856,3
EN,1,59832,0
SE,7,100061,3
EN,0,55729,0
EN,1,47262,0
EX,19,126583,1
EN,0,46601,0
EN,1,53772,0
EX,17,203974,1
EN,0,23558,0
EX,12,195265,1
MI,2,125170,2
MI,4,154524,2
MI,4,78129,2
EN,0,82474,0
EN,0,60195,0
EN,0,85391,0
SE,7,138187,3
MI,4,90522,2
SE,5,118016,3
MI,2,45677,2
MI,3,80735,2
SE,6,174749,3
EX,19,153986,1
EX,10,239879,1
MI,3,113202,2
EX,19,176289,1
EN,0,74877,0
SE,9,121054,3
SE,8,121862,3
MI,3,68676,2
SE,7,140355,3
SE,6,107343,3
SE,6,124289,3
MI,2,111588,2
SE,7,140602,3
SE,6,220576,3
EX,16,63791,1
SE,5,115544,3
SE,7,141470,3
SE,8,119546,3
EN,0,70709,0
SE,7,139969,3
EX,19,249239,1
EN,1,72005,0
MI,2,82315,2
SE,6,172045,3
EX,19,227310,1
MI,3,84752,2
SE,7,141732,3
SE,8,169211,3
EX,17,247914,1
EN,1,66536,0
MI,4,133785,2
EN,1,65022,0
EX,11,247285,1
EN,0,51541,0
SE,6,186164,3
MI,4,80116,2
EN,0,62190,0
MI,3,99982,2
SE,5,126992,3
EX,12,283236,1
SE,8,211425,3
EN,0,44730,0
MI,4,34838,2
EX,12,225196,1
MI,2,122390,2
SE,9,134314,3
EN,1,63509,0
SE,6,179124,3
MI,3,128394,2
MI,3,126623,2
SE,8,113817,3
EX,16,139320,1
SE,6,123195,3
EN,0,59966,0
EN,1,32241,0
EX,13,125879,1
MI,2,63170,2
EX,16,155126,1
MI,2,86565,2
MI,4,103951,2
SE,8,121572,3
EN,0,80289,0
SE,9,142312,3
MI,3,45228,2
MI,3,105421,2
EX,11,253979,1
MI,4,80682,2
SE,5,58564,3
EX,19,165885,1
SE,6,190838,3
EX,17,55369,1
EN,0,71105,0
EN,0,75264,0
SE,9,164799,3
MI,3,76924,2
MI,3,43350,2
EN,0,61506,0
MI,4,102342,2
SE,8,167315,3
EX,19,128451,1
EN,0,71957,0
SE,6,117836,3
MI,4,121319,2
EX,13,118151,1
MI,3,82974,2
EN,0,91372,0
EN,0,33654,0
SE,8,156264,3
MI,4,84928,2
SE,9,129254,3
EX,10,206297,1
MI,3,105092,2
EX,19,216314,1
SE,6,114139,3
EX,12,253207,1
MI,4,117195,2
EN,1,75215,0
MI,2,91308,2
MI,3,101994,2
EN,1,63814,0
EN,1,82096,0
SE,8,139446,3
EN,1,50489,0
EX,18,202463,1
EX,16,257007,1
SE,5,165859,3
EX,19,269890,1
EX,16,249468,1
SE,7,146512,3
MI,4,74373,2
EX,18,191280,1
SE,8,122748,3
SE,7,40909,3
EX,12,51031,1
MI,4,111269,2
EN,1,68234,0
MI,2,138852,2
SE,8,112322,3
EX,19,172547,1
SE,7,210775,3
SE,5,42437,3
MI,2,75457,2
MI,3,81055,2
EX,13,158028,1
MI,3,85667,2
MI,2,92565,2
EX,19,218585,1
MI,4,135669,2
SE,5,161267,3
EX,12,161659,1
EN,0,84538,0
SE,7,123396,3
SE,7,94740,3
EX,11,237856,1
EX,11,144410,1
EN,0,62979,0
MI,4,134825,2
MI,4,115226,2
MI,3,128090,2
EX,11,148729,1
MI,3,42922,2
EN,0,97362,0
SE,7,59118,3
EN,0,73489,0
SE,7,111684,3
EN,0,64479,0
SE,8,175295,3
EN,0,29310,0
MI,3,109138,2
EX,11,74590,1
MI,3,137100,2
EX,15,169631,1
SE,6,182100,3
EN,0,30598,0
EN,0,59506,0
EX,19,176984,1
MI,3,76635,2
SE,6,142757,3
SE,5,157767,3
SE,8,155133,3
MI,3,103814,2
MI,3,126742,2
EX,14,149642,1
SE,9,119639,3
SE,7,94779,3
EX,12,289132,1
EN,1,81914,0
SE,5,143423,3
EN,0,67712,0
SE,9,119637,3
MI,3,95673,2
EX,11,206540,1
EX,10,251443,1
SE,7,116790,3
SE,6,113165,3
MI,3,117256,2
EX,12,300778,1
SE,6,141137,3
MI,4,46660,2
EX,10,167557,1
SE,9,152794,3
EX,18,96217,1
EN,0,93192,0
MI,4,104902,2
MI,4,77869,2
SE,6,61860,3
SE,9,149417,3
MI,2,46702,2
EN,0,65493,0
MI,4,84582,2
SE,7,168343,3
EX,10,122314,1
SE,9,177998,3
EN,0,53354,0
MI,4,160257,2
EN,1,47255,0
EX,15,244976,1
EN,0,18580,0
EN,1,92541,0
SE,5,136851,3
EN,1,74577,0
MI,3,130249,2
EX,10,279715,1
MI,2,25917,2
EX,10,192954,1
EX,19,151696,1
EX,15,181487,1
EX,18,290032,1
MI,2,88078,2
MI,3,120897,2
MI,3,99552,2
EX,15,229166,1
EN,0,65688,0
MI,4,94258,2
EN,0,61046,0
EX,12,200891,1
SE,7,135505,3
MI,3,98227,2
EX,15,156496,1
MI,4,102263,2
MI,4,82355,2
EX,14,102312,1
EX,14,213639,1
EN,1,79347,0
EX,14,378082,1
MI,3,90690,2
EX,19,183050,1
MI,2,106292,2
EX,19,281331,1
EX,18,269789,1
EN,1,55691,0
EX,19,162401,1
SE,8,185193,3
EX,13,288184,1
SE,9,124643,3
EN,0,43362,0
SE,5,79374,3
EX,10,316394,1
SE,8,96744,3
EN,1,95183,0
SE,9,121586,3
EN,1,64380,0
SE,9,142065,3
EN,0,30742,0
SE,5,207496,3
MI,4,89982,2
SE,9,116355,3
MI,4,87703,2
EN,0,75219,0
EN,0,71478,0
SE,9,132922,3
SE,5,155903,3
EX,16,176781,1
SE,8,125692,3
EX,10,118577,1
EN,1,56555,0
EN,0,60065,0
SE,6,139198,3
SE,6,143607,3
EX,16,176811,1
SE,5,166590,3
MI,2,34463,2
EX,18,195880,1
MI,3,41697,2
EN,1,61900,0
MI,2,32827,2
EN,1,71766,0
EX,16,221363,1
MI,2,125926,2
MI,3,121421,2
EX,15,252757,1
SE,7,132931,3
EN,1,76358,0
EX,17,243166,1
EN,0,101437,0
MI,3,99518,2
EX,17,240736,1
EX,12,296026,1
EX,17,229184,1
SE,7,151494,3
EX,10,237805,1
EN,0,71970,0
SE,9,142468,3
MI,4,88665,2
EN,1,30066,0
MI,4,90082,2
MI,2,101851,2
EX,11,246833,1
EN,1,89470,0
EN,1,71297,0
MI,2,86039,2
MI,3,34424,2
MI,4,29840,2
MI,4,82805,2
MI,3,90863,2
EN,1,75880,0
MI,2,90998,2
MI,2,83633,2
EN,0,64326,0
MI,4,111239,2
EX,17,193976,1
EX,11,252737,1
MI,3,83997,2
EX,16,243739,1
EX,17,169734,1
EN,0,59827,0
MI,4,107719,2
EN,0,75575,0
EX,13,281411,1
MI,3,88523,2
EN,1,61599,0
EN,1,74511,0
MI,3,23318,2
SE,7,136734,3
EN,0,21533,0
EN,1,69344,0
EN,0,77016,0
MI,3,79033,2
EN,1,98816,0
SE,6,149985,3
SE,8,129162,3
EX,14,162024,1
MI,4,72727,2
EN,0,74894,0
SE,5,106226,3
SE,7,103330,3
EX,18,228843,1
MI,3,129776,2
SE,6,146735,3
MI,4,128592,2
SE,9,166057,3
EX,10,183692,1
EN,0,43783,0
SE,7,131756,3
MI,4,93277,2
MI,2,75614,2
EX,15,247382,1
MI,2,106997,2
SE,6,138109,3
EX,16,138794,1
EX,11,168757,1
MI,4,124514,2
EN,0,59609,0
MI,4,96741,2
EX,16,263387,1
MI,2,98959,2
MI,3,120653,2
EX,18,157279,1
EX,18,252708,1
EN,1,98348,0
EX,11,195438,1
SE,8,118243,3
MI,4,70867,2
SE,7,108015,3
MI,3,68609,2
SE,7,138450,3
SE,8,129185,3
EN,0,62912,0
EX,11,185718,1
EX,19,159827,1
MI,3,93928,2
EN,1,75790,0
EN,0,34200,0
EN,0,90286,0
EX,17,146547,1
MI,3,31797,2
EN,0,54017,0
EX,16,272906,1
EN,1,43901,0
SE,8,127644,3
MI,4,128688,2
SE,8,94657,3
EN,1,109965,0
EX,17,206612,1
EX,10,181402,1
SE,8,193935,3
SE,8,59622,3
MI,4,82962,2
EX,13,179005,1
EN,1,45061,0
EX,18,183033,1
EN,0,85926,0
SE,8,90585,3
SE,7,175783,3
SE,5,136939,3
MI,3,91436,2
MI,4,149033,2
EN,0,66306,0
SE,5,59399,3
SE,7,99702,3
SE,6,100196,3
EX,10,247639,1
MI,4,98862,2
MI,4,100088,2
MI,2,67854,2
SE,8,133071,3
MI,3,94334,2
EX,14,79114,1
SE,7,140641,3
MI,2,108378,2
EN,0,66720,0
MI,3,103843,2
SE,7,180949,3
EX,11,320986,1
SE,9,164065,3
MI,3,84134,2
EN,0,59000,0
EX,17,184365,1
MI,2,74246,2
SE,7,116928,3
SE,7,64457,3
EN,1,34017,0
EN,1,86245,0
EX,11,304034,1
EX,11,207016,1
EX,17,192387,1
MI,3,23733,2
SE,9,154274,3
MI,4,43529,2
EX,11,214849,1
MI,3,49530,2
EN,1,90866,0
EN,1,38519,0
EX,14,190560,1
SE,9,111397,3
MI,2,100635,2
SE,7,108577,3
MI,3,34193,2
SE,6,110241,3
EX,16,184497,1
EN,0,84774,0
EX,14,235792,1
EX,15,54131,1
EX,15,154810,1
EN,0,86911,0
MI,3,83432,2
EX,11,104994,1
SE,6,114869,3
SE,7,108366,3
MI,2,112203,2
EX,19,152809,1
MI,4,55945,2
SE,8,139128,3
MI,2,74433,2
EN,1,62585,0
EN,1,64130,0
EN,1,24000,0
EN,0,63740,0
EN,0,75688,0
EN,1,91038,0
EX,10,171871,1
EN,1,92855,0
MI,2,138709,2
EX,12,89902,1
SE,8,172633,3
SE,5,113910,3
SE,8,145181,3
SE,7,126932,3
EX,13,237969,1
EX,12,70164,1
MI,2,91580,2
EX,16,210798,1
EX,11,172275,1
SE,5,181539,3
EN,0,83912,0
MI,3,126540,2
MI,2,136341,2
SE,6,134759,3
MI,3,71946,2
MI,2,93601,2
SE,7,96130,3
EN,0,62895,0
EN,1,71053,0
EX,10,235335,1
EX,15,189502,1
SE,7,60818,3
SE,5,139977,3
EX,19,305019,1
MI,3,74292,2
EN,1,65497,0
EN,0,17450,0
EN,0,56393,0
EN,0,28903,0
EX,14,204225,1
EX,13,182487,1
SE,8,122104,3
SE,9,107231,3
MI,4,37458,2
EX,13,145761,1
EX,13,200170,1
MI,4,82455,2
EN,1,77760,0
SE,5,142182,3
SE,9,132350,3
SE,7,141077,3
EX,13,237360,1
EX,15,138254,1
EX,16,181342,1
SE,8,154049,3
EN,1,57960,0
EX,11,281214,1
EN,0,78328,0
EX,16,253374,1
SE,8,168477,3
MI,3,87035,2
EX,16,152751,1
MI,4,92050,2
EN,1,55016,0
SE,9,135145,3
SE,7,118429,3
EN,0,57898,0
EN,0,51180,0
EX,19,103458,1
EX,10,102748,1
SE,8,151467,3
MI,2,74836,2
EX,14,169620,1
EN,1,113721,0
MI,4,127743,2
EX,13,305463,1
SE,6,75828,3
SE,7,116542,3
EN,0,53985,0
EN,1,60582,0
SE,6,135425,3
EN,0,62590,0
EX,11,231935,1
EN,0,71430,0
EX,10,220600,1
EN,1,82694,0
MI,3,123932,2
SE,7,137592,3
EN,1,57950,0
SE,5,126435,3
SE,8,128267,3
EX,12,309048,1
SE,6,134105,3
MI,4,84521,2
EN,1,61395,0
SE,6,152906,3
EX,18,150492,1
EX,10,261388,1
EX,11,181176,1
EX,12,185060,1
SE,5,128763,3
MI,3,125753,2
SE,6,121075,3
EN,1,27334,0
SE,5,234245,3
EN,0,79787,0
EN,0,46395,0
EN,0,82377,0
EN,0,63540,0
EX,18,90047,1
SE,5,108278,3
EX,17,255205,1
SE,8,63780,3
EN,0,57335,0
EN,1,68846,0
SE,6,127642,3
SE,9,119425,3
EN,0,29224,0
EX,13,198486,1
EX,14,203533,1
EX,10,194939,1
EN,1,61708,0
MI,4,100793,2
EN,0,75694,0
MI,2,115446,2
EN,0,49167,0
EN,1,70180,0
EN,0,19503,0
SE,7,92958,3
EX,17,46075,1
MI,4,31356,2
EX,12,169277,1
MI,3,34533,2
EN,0,72285,0
EX,17,212718,1
EX,16,202624,1
MI,3,71740,2
EX,18,232339,1
EX,15,147817,1
MI,3,73011,2
EN,0,69151,0
SE,5,200050,3
MI,3,68571,2
EN,0,27494,0
SE,5,54178,3
SE,9,147943,3
SE,8,246165,3
MI,2,31203,2
SE,7,109051,3
EN,0,76767,0
EN,0,64846,0
SE,7,126205,3
MI,3,162483,2
